listing_id,listing_name,listing_url,borough,neighborhood,room_type,property_type,host_tier,market_segment,actual_price_usd,predicted_fair_price_usd,predicted_price_q10,predicted_price_q90,interval_width_pct,direction_confidence,confidence_score,confidence_level,residual_usd,residual_pct_of_fair,pricing_signal
3627326,Spain Room,https://www.airbnb.com/rooms/3627326,Bronx,Concourse Village,Private room,Private room in townhouse,Small-Multi,short_stay,140.0,149.18,96.5,287.9,1.2461,Uncertain (within plausible range),5.3,Low,-9.18,-0.0616,Within 10% of model benchmark
4268286,Cozy brownstone bed & bath; pvt.ent,https://www.airbnb.com/rooms/4268286,Manhattan,East Harlem,Private room,Private room in guest suite,Individual,short_stay,184.67,185.87,179.06,368.43,1.0079,Uncertain (within plausible range),21.9,Low,-1.2,-0.0064,Within 10% of model benchmark
3835681,Cozy Astoria Retreat: Simple Room in the Heart NYC,https://www.airbnb.com/rooms/3835681,Queens,Ditmars Steinway,Private room,Private room in rental unit,Individual,short_stay,114.12,180.97,109.44,261.39,0.8405,Uncertain (within plausible range),48.9,Medium,-66.85,-0.3694,Below model benchmark (review price)
3850493,Joe’s Paradise 5019,https://www.airbnb.com/rooms/3850493,Brooklyn,Flatlands,Private room,Private room in home,Small-Multi,short_stay,160.0,225.37,161.38,295.33,0.6145,Confident: raise price,87.3,Medium,-65.37,-0.2901,Below model benchmark (review price)
3851911,extemely sunny pre-war flat,https://www.airbnb.com/rooms/3851911,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire rental unit,Small-Multi,short_stay,291.0,279.16,227.65,454.24,0.788,Uncertain (within plausible range),58.5,Medium,11.84,0.0424,Within 10% of model benchmark
4285522,Spacious Queen Bedroom suite w/private bath,https://www.airbnb.com/rooms/4285522,Manhattan,Harlem,Private room,Private room in home,Individual,short_stay,371.0,232.92,105.9,302.68,0.853,Confident: lower price,46.3,Medium,138.08,0.5928,Above model benchmark (review price)
4299536,10 Minutes to Manhattan,https://www.airbnb.com/rooms/4299536,Brooklyn,Clinton Hill,Private room,Private room in guest suite,Individual,short_stay,227.0,219.06,176.54,523.24,1.5531,Uncertain (within plausible range),0.7,Low,7.94,0.0362,Within 10% of model benchmark
3852988,2 bedrooms in beautiful townhouse with backyard,https://www.airbnb.com/rooms/3852988,Brooklyn,Sunset Park,Private room,Private room in townhouse,Individual,short_stay,193.0,368.88,260.1,435.07,0.4884,Confident: raise price,96.8,Medium,-175.88,-0.4768,Below model benchmark (review price)
4469650,Huge 5BR Townhouse - LEGAL NYC B&B!,https://www.airbnb.com/rooms/4469650,Manhattan,Harlem,Entire home/apt,Entire townhouse,Individual,short_stay,762.5,1052.66,472.84,1610.3,1.0486,Uncertain (within plausible range),17.4,Low,-290.16,-0.2756,Below model benchmark (review price)
4688209,Single Private  RM Near Central Park North,https://www.airbnb.com/rooms/4688209,Manhattan,Harlem,Private room,Private room in rental unit,Small-Multi,short_stay,154.17,184.9,113.3,294.02,0.9769,Uncertain (within plausible range),26.3,Medium,-30.73,-0.1662,Below model benchmark (review price)
3987571,Brownstone Beauty,https://www.airbnb.com/rooms/3987571,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire rental unit,Individual,short_stay,213.5,300.63,220.49,481.62,0.8551,Confident: raise price,45.9,Medium,-87.13,-0.2898,Below model benchmark (review price)
3989564,Guest Suite in Brooklyn Garden Townhouse,https://www.airbnb.com/rooms/3989564,Brooklyn,Bedford-Stuyvesant,Private room,Private room in guest suite,Individual,short_stay,230.0,253.22,168.98,362.01,0.7651,Uncertain (within plausible range),63.1,Medium,-23.22,-0.0917,Within 10% of model benchmark
4016142,Big Bedroom in Sunny & New Lower East Side Apt,https://www.airbnb.com/rooms/4016142,Manhattan,Lower East Side,Private room,Private room in condo,Individual,short_stay,489.0,406.37,192.02,492.14,0.7584,Uncertain (within plausible range),64.2,Medium,82.63,0.2033,Above model benchmark (review price)
4756551,Bedroom w/Private Bath,https://www.airbnb.com/rooms/4756551,Brooklyn,Prospect-Lefferts Gardens,Private room,Private room in rental unit,Individual,short_stay,264.67,204.29,122.02,354.8,1.1274,Uncertain (within plausible range),11.0,Low,60.38,0.2956,Above model benchmark (review price)
4760085,Roomy/sunny/quiet/fun/great locale,https://www.airbnb.com/rooms/4760085,Brooklyn,Park Slope,Private room,Private room in townhouse,Small-Multi,short_stay,174.5,200.62,155.98,327.74,0.8598,Uncertain (within plausible range),45.0,Medium,-26.12,-0.1302,Below model benchmark (review price)
4774041,Cozy Room close to subway R,https://www.airbnb.com/rooms/4774041,Brooklyn,Bay Ridge,Private room,Private room in home,Individual,short_stay,296.0,231.91,168.98,480.43,1.3229,Uncertain (within plausible range),3.4,Low,64.09,0.2764,Above model benchmark (review price)
4025329,SPACIOUS STUDIO-HIGH END FINISHES,https://www.airbnb.com/rooms/4025329,Manhattan,Harlem,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,260.75,276.22,212.96,499.08,1.0213,Uncertain (within plausible range),20.1,Low,-15.47,-0.056,Within 10% of model benchmark
4550602,KLO Room #3 With Private Bathroom & Private Deck,https://www.airbnb.com/rooms/4550602,Brooklyn,Crown Heights,Private room,Private room in home,Mid-Multi,short_stay,288.0,245.73,148.85,317.47,0.7232,Uncertain (within plausible range),70.6,Medium,42.27,0.172,Above model benchmark (review price)
4550747,KLO Room #4 With Private Bathroom,https://www.airbnb.com/rooms/4550747,Brooklyn,Crown Heights,Private room,Private room in townhouse,Mid-Multi,short_stay,208.0,273.45,168.72,347.47,0.6977,Uncertain (within plausible range),75.6,Medium,-65.45,-0.2393,Below model benchmark (review price)
4559096,Manhattan/Time Sq.,https://www.airbnb.com/rooms/4559096,Manhattan,Hell's Kitchen,Private room,Private room in loft,Individual,short_stay,295.0,359.03,194.96,584.06,1.0657,Uncertain (within plausible range),15.9,Low,-64.03,-0.1783,Below model benchmark (review price)
4576206,Charming Brownstone Garden Suite w Outdoor Space,https://www.airbnb.com/rooms/4576206,Brooklyn,Prospect Heights,Entire home/apt,Entire guest suite,Individual,short_stay,433.0,380.02,202.57,550.46,0.8985,Uncertain (within plausible range),38.2,Medium,52.98,0.1394,Above model benchmark (review price)
4928303,KLO Room #2 With Private Bathroom,https://www.airbnb.com/rooms/4928303,Brooklyn,Crown Heights,Private room,Private room in home,Mid-Multi,short_stay,188.0,176.57,117.36,257.44,0.807,Uncertain (within plausible range),55.1,Medium,11.43,0.0647,Within 10% of model benchmark
4936254,unique artist's apartment in Manhattan,https://www.airbnb.com/rooms/4936254,Manhattan,Lower East Side,Entire home/apt,Entire rental unit,Individual,short_stay,540.92,616.52,336.31,885.26,0.8779,Uncertain (within plausible range),41.7,Medium,-75.6,-0.1226,Below model benchmark (review price)
5519207,Chez Jesse Vacation Spot - Garden,https://www.airbnb.com/rooms/5519207,Manhattan,East Harlem,Private room,Private room in rental unit,Small-Multi,short_stay,181.33,259.84,152.76,346.45,0.7593,Uncertain (within plausible range),64.0,Medium,-78.51,-0.3021,Below model benchmark (review price)
5545560,1892 Brownstone on Landmarked Block,https://www.airbnb.com/rooms/5545560,Manhattan,Upper West Side,Private room,Private room in townhouse,Individual,short_stay,600.0,475.34,270.39,593.19,0.7055,Confident: lower price,74.0,Medium,124.66,0.2622,Above model benchmark (review price)
4968633,Private Cozy Bright Brooklyn Space,https://www.airbnb.com/rooms/4968633,Brooklyn,Bedford-Stuyvesant,Private room,Private room in townhouse,Small-Multi,short_stay,174.67,213.82,149.5,337.07,0.8795,Uncertain (within plausible range),41.4,Medium,-39.15,-0.1831,Below model benchmark (review price)
6000898,Magnificent Townhouse - Upper East Side - NYC,https://www.airbnb.com/rooms/6000898,Manhattan,Upper East Side,Entire home/apt,Entire townhouse,Individual,short_stay,2049.0,1062.9,538.99,1624.13,0.9951,Confident: lower price,23.6,Medium,986.1,0.9277,Above model benchmark (review price)
6091850,Cozy room in a charming house in trendy LIC,https://www.airbnb.com/rooms/6091850,Queens,Long Island City,Private room,Private room in home,Individual,short_stay,188.5,194.69,147.99,292.23,0.7489,Uncertain (within plausible range),66.2,Medium,-6.19,-0.0318,Within 10% of model benchmark
6101104,1 Bedroom Upper East Side Apartment,https://www.airbnb.com/rooms/6101104,Manhattan,Upper East Side,Entire home/apt,Entire guest suite,Individual,short_stay,502.5,329.04,198.34,518.35,0.9517,Uncertain (within plausible range),30.1,Medium,173.46,0.5272,Above model benchmark (review price)
6146783,"Quiet, quaint room in Victorian Town House",https://www.airbnb.com/rooms/6146783,Brooklyn,Flatbush,Private room,Private room in townhouse,Small-Multi,short_stay,70.8,164.25,105.46,270.84,1.001,Confident: raise price,22.8,Low,-93.45,-0.569,Below model benchmark (review price)
5237336,Cozy Private Brooklyn Room w/ Ensuite Bathroom,https://www.airbnb.com/rooms/5237336,Brooklyn,Clinton Hill,Private room,Private room in home,Small-Multi,short_stay,171.18,176.61,92.21,251.64,0.9034,Uncertain (within plausible range),37.5,Medium,-5.43,-0.0307,Within 10% of model benchmark
5783517,KLO Room #1 With Private Bathroom,https://www.airbnb.com/rooms/5783517,Brooklyn,Crown Heights,Private room,Private room in home,Mid-Multi,short_stay,188.0,177.68,99.82,235.29,0.7828,Uncertain (within plausible range),59.6,Medium,10.32,0.0581,Within 10% of model benchmark
6237443,Fantastic location : Spacious Room  w/ Bathroom,https://www.airbnb.com/rooms/6237443,Brooklyn,Prospect Heights,Private room,Private room in condo,Individual,short_stay,144.33,234.63,174.33,423.48,1.0528,Confident: raise price,17.0,Low,-90.3,-0.3849,Below model benchmark (review price)
6237974,Bed-Stuy Brownstone Stay - Close to NYC!,https://www.airbnb.com/rooms/6237974,Brooklyn,Bedford-Stuyvesant,Private room,Private room in guest suite,Individual,short_stay,285.5,260.97,185.88,374.99,0.7289,Uncertain (within plausible range),69.4,Medium,24.53,0.094,Within 10% of model benchmark
5298896,Unique NYC Loft - Guest Room,https://www.airbnb.com/rooms/5298896,Manhattan,Financial District,Private room,Private room in loft,Small-Multi,short_stay,274.0,216.71,196.12,489.51,1.33,Uncertain (within plausible range),3.2,Low,57.29,0.2644,Above model benchmark (review price)
5309959,Small Cozy Room,https://www.airbnb.com/rooms/5309959,Queens,Richmond Hill,Private room,Private room in home,Small-Multi,short_stay,93.2,146.5,72.85,225.97,1.0339,Uncertain (within plausible range),18.7,Low,-53.3,-0.3638,Below model benchmark (review price)
5846745,"Spacious room in fun, quiet house",https://www.airbnb.com/rooms/5846745,Brooklyn,Park Slope,Private room,Private room in townhouse,Small-Multi,short_stay,180.0,235.94,154.17,349.29,0.8324,Uncertain (within plausible range),50.3,Medium,-55.94,-0.2371,Below model benchmark (review price)
5353612,West village unique house with beautiful rooms,https://www.airbnb.com/rooms/5353612,Manhattan,West Village,Private room,Private room in home,Individual,short_stay,328.09,331.69,212.97,436.7,0.7014,Uncertain (within plausible range),74.8,Medium,-3.6,-0.0109,Within 10% of model benchmark
6422511,My Little Guest Apartment,https://www.airbnb.com/rooms/6422511,Queens,Flushing,Private room,Private room in rental unit,Individual,short_stay,155.0,155.2,98.14,225.4,0.8222,Uncertain (within plausible range),52.0,Medium,-0.2,-0.0013,Within 10% of model benchmark
5406041,Mod 3 BR duplex-East Village,https://www.airbnb.com/rooms/5406041,Manhattan,East Village,Private room,Private room in rental unit,Individual,short_stay,266.0,198.54,144.9,329.57,0.9289,Uncertain (within plausible range),33.8,Medium,67.46,0.3398,Above model benchmark (review price)
6348972,Cosy & Quiet Room in Harlem,https://www.airbnb.com/rooms/6348972,Manhattan,Harlem,Private room,Private room in rental unit,Small-Multi,short_stay,118.8,153.87,105.01,249.54,0.9412,Uncertain (within plausible range),31.9,Medium,-35.07,-0.2279,Below model benchmark (review price)
6357128,Private Room in Beautiful Apartment,https://www.airbnb.com/rooms/6357128,Manhattan,Harlem,Private room,Private room in rental unit,Individual,short_stay,235.0,199.45,113.54,348.44,1.1493,Uncertain (within plausible range),9.8,Low,35.55,0.1782,Above model benchmark (review price)
6474699,1 bedroom to share in 3 bedroom apt,https://www.airbnb.com/rooms/6474699,Brooklyn,Crown Heights,Private room,Private room in home,Individual,short_stay,263.0,189.89,116.01,273.18,0.8278,Uncertain (within plausible range),50.9,Medium,73.11,0.385,Above model benchmark (review price)
6364324,A private bedroom in a two bedrooms apartment,https://www.airbnb.com/rooms/6364324,Manhattan,Harlem,Private room,Private room in condo,Individual,short_stay,156.0,188.0,117.06,279.47,0.87,Uncertain (within plausible range),42.9,Medium,-32.0,-0.1702,Below model benchmark (review price)
6505927,"Clean, Charming & Spacious-Bedford Stuyvesant",https://www.airbnb.com/rooms/6505927,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire home,Individual,short_stay,260.67,315.67,219.36,480.56,0.817,Uncertain (within plausible range),53.0,Medium,-55.0,-0.1742,Below model benchmark (review price)
5445314,Beautiful Artist loft,https://www.airbnb.com/rooms/5445314,Brooklyn,DUMBO,Private room,Private room in loft,Individual,short_stay,1155.5,301.86,197.47,634.56,1.4237,Confident: lower price,1.9,Low,853.64,2.8279,Above model benchmark (review price)
6704737,LOVELY GARDEN UNIT WITH PATIO,https://www.airbnb.com/rooms/6704737,Manhattan,Harlem,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,260.75,257.87,201.64,484.53,1.0774,Uncertain (within plausible range),14.7,Low,2.88,0.0112,Within 10% of model benchmark
6746003,Family Style Shared Retro Stay - Staten Island NYC,https://www.airbnb.com/rooms/6746003,Staten Island,Clifton,Private room,Private room in home,Small-Multi,short_stay,124.96,148.31,93.14,295.9,1.2717,Uncertain (within plausible range),4.4,Low,-23.35,-0.1574,Below model benchmark (review price)
7020266,Private room in sunny apt.,https://www.airbnb.com/rooms/7020266,Brooklyn,Williamsburg,Private room,Private room in condo,Individual,short_stay,176.0,270.9,182.88,394.11,0.7818,Confident: raise price,59.9,Medium,-94.9,-0.3503,Below model benchmark (review price)
6764316,2 BR Private Guest Suite in Brooklyn Bridge Loft,https://www.airbnb.com/rooms/6764316,Brooklyn,DUMBO,Entire home/apt,Entire guest suite,Individual,short_stay,350.0,361.84,240.29,465.62,0.6273,Uncertain (within plausible range),85.7,Medium,-11.84,-0.0327,Within 10% of model benchmark
7053502,"Artist Ft Greene Brownstone - Best Block, Legal",https://www.airbnb.com/rooms/7053502,Brooklyn,Fort Greene,Private room,Private room in townhouse,Individual,short_stay,304.5,341.67,239.0,417.31,0.5341,Uncertain (within plausible range),94.0,Medium,-37.17,-0.1088,Below model benchmark (review price)
6634590,morningside park brownstone guest suite,https://www.airbnb.com/rooms/6634590,Manhattan,Harlem,Entire home/apt,Entire guest suite,Individual,short_stay,351.0,371.7,202.73,488.26,0.7681,Uncertain (within plausible range),62.5,Medium,-20.7,-0.0557,Within 10% of model benchmark
7071657,Large Upper East Side one bedroom Apartment,https://www.airbnb.com/rooms/7071657,Manhattan,Upper East Side,Entire home/apt,Entire guest suite,Individual,short_stay,601.0,404.21,259.34,553.33,0.7315,Confident: lower price,69.0,Medium,196.79,0.4869,Above model benchmark (review price)
6808818,Lovely Room With Projector and Garden Views.,https://www.airbnb.com/rooms/6808818,Brooklyn,Bushwick,Private room,Private room in rental unit,Small-Multi,short_stay,220.0,160.61,102.82,218.79,0.7342,Confident: lower price,68.5,Medium,59.39,0.3698,Above model benchmark (review price)
6846956,Guest Bedroom in One-of-a-Kind Loft w/ NYC VIEWS,https://www.airbnb.com/rooms/6846956,Brooklyn,Williamsburg,Private room,Private room in loft,Small-Multi,short_stay,313.0,245.03,131.59,428.61,1.1934,Uncertain (within plausible range),7.5,Low,67.97,0.2774,Above model benchmark (review price)
6939597,Brownstone garden space,https://www.airbnb.com/rooms/6939597,Bronx,Mott Haven,Private room,Private room in guest suite,Individual,short_stay,299.75,166.01,116.26,270.44,0.9803,Confident: lower price,25.6,Medium,133.74,0.8056,Above model benchmark (review price)
